outer_fold,inner_fold,row,patient,role
0,2,3,mitdb/100,validation
0,2,4,mitdb/100,validation
0,2,5,mitdb/100,validation
0,2,6,mitdb/100,validation
0,2,7,mitdb/100,validation
0,2,8,mitdb/100,validation
0,2,9,mitdb/100,validation
0,2,40,mitdb/113,validation
0,2,41,mitdb/113,validation
0,2,42,mitdb/113,validation
0,2,43,mitdb/113,validation
0,2,44,mitdb/113,validation
0,2,45,mitdb/113,validation
0,2,46,mitdb/113,validation
0,2,47,mitdb/113,validation
0,2,48,mitdb/113,validation
0,2,49,mitdb/113,validation
0,2,50,mitdb/114,validation
0,2,51,mitdb/114,validation
0,2,52,mitdb/114,validation
0,2,53,mitdb/114,validation
0,2,54,mitdb/114,validation
0,2,55,mitdb/114,validation
0,2,56,mitdb/114,validation
0,2,57,mitdb/114,validation
0,2,58,mitdb/114,validation
0,2,59,mitdb/114,validation
0,2,70,mitdb/116,validation
0,2,71,mitdb/116,validation
0,2,72,mitdb/116,validation
0,2,73,mitdb/116,validation
0,2,74,mitdb/116,validation
0,2,75,mitdb/116,validation
0,2,76,mitdb/116,validation
0,2,77,mitdb/116,validation
0,2,78,mitdb/116,validation
0,2,79,mitdb/116,validation
0,2,80,mitdb/117,validation
0,2,81,mitdb/117,validation
0,2,82,mitdb/117,validation
0,2,83,mitdb/117,validation
0,2,84,mitdb/117,validation
0,2,85,mitdb/117,validation
0,2,86,mitdb/117,validation
0,2,87,mitdb/117,validation
0,2,88,mitdb/117,validation
0,2,89,mitdb/117,validation
0,2,130,mitdb/122,validation
0,2,131,mitdb/122,validation
0,2,132,mitdb/122,validation
0,2,133,mitdb/122,validation
0,2,134,mitdb/122,validation
0,2,135,mitdb/122,validation
0,2,136,mitdb/122,validation
0,2,137,mitdb/122,validation
0,2,138,mitdb/122,validation
0,2,139,mitdb/122,validation
0,2,160,mitdb/200,validation
0,2,161,mitdb/200,validation
0,2,162,mitdb/200,validation
0,2,163,mitdb/200,validation
0,2,164,mitdb/200,validation
0,2,165,mitdb/200,validation
0,2,166,mitdb/200,validation
0,2,167,mitdb/200,validation
0,2,168,mitdb/200,validation
0,2,169,mitdb/200,validation
0,2,260,mitdb/212,validation
0,2,261,mitdb/212,validation
0,2,262,mitdb/212,validation
0,2,263,mitdb/212,validation
0,2,264,mitdb/212,validation
0,2,265,mitdb/212,validation
0,2,266,mitdb/212,validation
0,2,267,mitdb/212,validation
0,2,268,mitdb/212,validation
0,2,269,mitdb/212,validation
0,2,290,mitdb/215,validation
0,2,291,mitdb/215,validation
0,2,292,mitdb/215,validation
0,2,293,mitdb/215,validation
0,2,294,mitdb/215,validation
0,2,295,mitdb/215,validation
0,2,296,mitdb/215,validation
0,2,297,mitdb/215,validation
0,2,298,mitdb/215,validation
0,2,299,mitdb/215,validation
0,2,320,mitdb/220,validation
0,2,321,mitdb/220,validation
0,2,322,mitdb/220,validation
0,2,323,mitdb/220,validation
0,2,324,mitdb/220,validation
0,2,325,mitdb/220,validation
0,2,326,mitdb/220,validation
0,2,327,mitdb/220,validation
0,2,328,mitdb/220,validation
0,2,329,mitdb/220,validation
0,2,330,mitdb/103,validation
0,2,331,mitdb/103,validation
0,2,332,mitdb/103,validation
0,2,333,mitdb/103,validation
0,2,334,mitdb/103,validation
0,2,335,mitdb/103,validation
0,2,336,mitdb/103,validation
0,2,337,mitdb/103,validation
0,2,338,mitdb/103,validation
0,2,339,mitdb/103,validation
0,2,380,mitdb/230,validation
0,2,381,mitdb/230,validation
0,2,382,mitdb/230,validation
0,2,383,mitdb/230,validation
0,2,384,mitdb/230,validation
0,2,385,mitdb/230,validation
0,2,386,mitdb/230,validation
0,2,387,mitdb/230,validation
0,2,388,mitdb/230,validation
0,2,389,mitdb/230,validation
0,2,400,mitdb/232,validation
0,2,401,mitdb/232,validation
0,2,402,mitdb/232,validation
0,2,403,mitdb/232,validation
0,2,404,mitdb/232,validation
0,2,405,mitdb/232,validation
0,2,406,mitdb/232,validation
0,2,407,mitdb/232,validation
0,2,408,mitdb/232,validation
0,2,409,mitdb/232,validation
0,2,430,mitdb/100,validation
0,2,431,mitdb/100,validation
0,2,432,mitdb/100,validation
0,2,433,mitdb/100,validation
0,2,434,mitdb/100,validation
0,2,435,mitdb/100,validation
0,2,436,mitdb/100,validation
0,2,437,mitdb/100,validation
0,2,438,mitdb/100,validation
0,2,439,mitdb/100,validation
0,2,470,mitdb/103,validation
0,2,471,mitdb/103,validation
0,2,472,mitdb/103,validation
0,2,473,mitdb/103,validation
0,2,474,mitdb/103,validation
0,2,475,mitdb/103,validation
0,2,476,mitdb/103,validation
0,2,477,mitdb/103,validation
0,2,478,mitdb/103,validation
0,2,479,mitdb/103,validation
0,2,570,mitdb/113,validation
0,2,571,mitdb/113,validation
0,2,572,mitdb/113,validation
0,2,573,mitdb/113,validation
0,2,574,mitdb/113,validation
0,2,575,mitdb/113,validation
0,2,576,mitdb/113,validation
0,2,577,mitdb/113,validation
0,2,578,mitdb/113,validation
0,2,579,mitdb/113,validation
0,2,580,mitdb/114,validation
0,2,581,mitdb/114,validation
0,2,582,mitdb/114,validation
0,2,583,mitdb/114,validation
0,2,584,mitdb/114,validation
0,2,585,mitdb/114,validation
0,2,586,mitdb/114,validation
0,2,587,mitdb/114,validation
0,2,588,mitdb/114,validation
0,2,589,mitdb/114,validation
0,2,600,mitdb/116,validation
0,2,601,mitdb/116,validation
0,2,602,mitdb/116,validation
0,2,603,mitdb/116,validation
0,2,604,mitdb/116,validation
0,2,605,mitdb/116,validation
0,2,606,mitdb/116,validation
0,2,607,mitdb/116,validation
0,2,608,mitdb/116,validation
0,2,609,mitdb/116,validation
0,2,610,mitdb/117,validation
0,2,611,mitdb/117,validation
0,2,612,mitdb/117,validation
0,2,613,mitdb/117,validation
0,2,614,mitdb/117,validation
0,2,615,mitdb/117,validation
0,2,616,mitdb/117,validation
0,2,617,mitdb/117,validation
0,2,618,mitdb/117,validation
0,2,619,mitdb/117,validation
0,2,650,mitdb/122,validation
0,2,651,mitdb/122,validation
0,2,652,mitdb/122,validation
0,2,653,mitdb/122,validation
0,2,654,mitdb/122,validation
0,2,655,mitdb/122,validation
0,2,656,mitdb/122,validation
0,2,657,mitdb/122,validation
0,2,658,mitdb/122,validation
0,2,659,mitdb/122,validation
0,2,690,mitdb/200,validation
0,2,691,mitdb/200,validation
0,2,692,mitdb/200,validation
0,2,693,mitdb/200,validation
0,2,694,mitdb/200,validation
0,2,695,mitdb/200,validation
0,2,696,mitdb/200,validation
0,2,697,mitdb/200,validation
0,2,698,mitdb/200,validation
0,2,699,mitdb/200,validation
0,2,790,mitdb/212,validation
0,2,791,mitdb/212,validation
0,2,792,mitdb/212,validation
0,2,793,mitdb/212,validation
0,2,794,mitdb/212,validation
0,2,795,mitdb/212,validation
0,2,796,mitdb/212,validation
0,2,797,mitdb/212,validation
0,2,798,mitdb/212,validation
0,2,799,mitdb/212,validation
0,2,820,mitdb/215,validation
0,2,821,mitdb/215,validation
0,2,822,mitdb/215,validation
0,2,823,mitdb/215,validation
0,2,824,mitdb/215,validation
0,2,825,mitdb/215,validation
0,2,826,mitdb/215,validation
0,2,827,mitdb/215,validation
0,2,828,mitdb/215,validation
0,2,829,mitdb/215,validation
0,2,850,mitdb/220,validation
0,2,851,mitdb/220,validation
0,2,852,mitdb/220,validation
0,2,853,mitdb/220,validation
0,2,854,mitdb/220,validation
0,2,855,mitdb/220,validation
0,2,856,mitdb/220,validation
0,2,857,mitdb/220,validation
0,2,858,mitdb/220,validation
0,2,859,mitdb/220,validation
0,2,910,mitdb/230,validation
0,2,911,mitdb/230,validation
0,2,912,mitdb/230,validation
0,2,913,mitdb/230,validation
0,2,914,mitdb/230,validation
0,2,915,mitdb/230,validation
0,2,916,mitdb/230,validation
0,2,917,mitdb/230,validation
0,2,918,mitdb/230,validation
0,2,919,mitdb/230,validation
0,2,930,mitdb/232,validation
0,2,931,mitdb/232,validation
0,2,932,mitdb/232,validation
0,2,933,mitdb/232,validation
0,2,934,mitdb/232,validation
0,2,935,mitdb/232,validation
0,2,936,mitdb/232,validation
0,2,937,mitdb/232,validation
0,2,938,mitdb/232,validation
0,2,939,mitdb/232,validation
0,2,1000,chfdb/chf13,validation
0,2,1001,chfdb/chf13,validation
0,2,1002,chfdb/chf13,validation
0,2,1003,chfdb/chf13,validation
0,2,1004,chfdb/chf13,validation
0,2,1005,chfdb/chf13,validation
0,2,1006,chfdb/chf13,validation
0,2,1007,chfdb/chf13,validation
0,2,1008,chfdb/chf13,validation
0,2,1009,chfdb/chf13,validation
0,2,1020,chfdb/chf15,validation
0,2,1021,chfdb/chf15,validation
0,2,1022,chfdb/chf15,validation
0,2,1023,chfdb/chf15,validation
0,2,1024,chfdb/chf15,validation
0,2,1025,chfdb/chf15,validation
0,2,1026,chfdb/chf15,validation
0,2,1027,chfdb/chf15,validation
0,2,1028,chfdb/chf15,validation
0,2,1029,chfdb/chf15,validation
0,2,1040,chfdb/chf02,validation
0,2,1041,chfdb/chf02,validation
0,2,1042,chfdb/chf02,validation
0,2,1043,chfdb/chf02,validation
0,2,1044,chfdb/chf02,validation
0,2,1045,chfdb/chf02,validation
0,2,1046,chfdb/chf02,validation
0,2,1047,chfdb/chf02,validation
0,2,1048,chfdb/chf02,validation
0,2,1049,chfdb/chf02,validation
0,2,1050,chfdb/chf03,validation
0,2,1051,chfdb/chf03,validation
0,2,1052,chfdb/chf03,validation
0,2,1053,chfdb/chf03,validation
0,2,1054,chfdb/chf03,validation
0,2,1055,chfdb/chf03,validation
0,2,1056,chfdb/chf03,validation
0,2,1057,chfdb/chf03,validation
0,2,1058,chfdb/chf03,validation
0,2,1059,chfdb/chf03,validation
0,2,1070,chfdb/chf02,validation
0,2,1071,chfdb/chf02,validation
0,2,1072,chfdb/chf02,validation
0,2,1073,chfdb/chf02,validation
0,2,1074,chfdb/chf02,validation
0,2,1075,chfdb/chf02,validation
0,2,1076,chfdb/chf02,validation
0,2,1077,chfdb/chf02,validation
0,2,1078,chfdb/chf02,validation
0,2,1079,chfdb/chf02,validation
0,2,1160,chfdb/chf13,validation
0,2,1161,chfdb/chf13,validation
0,2,1162,chfdb/chf13,validation
0,2,1163,chfdb/chf13,validation
0,2,1164,chfdb/chf13,validation
0,2,1165,chfdb/chf13,validation
0,2,1166,chfdb/chf13,validation
0,2,1167,chfdb/chf13,validation
0,2,1168,chfdb/chf13,validation
0,2,1169,chfdb/chf13,validation
0,2,1180,chfdb/chf03,validation
0,2,1181,chfdb/chf03,validation
0,2,1182,chfdb/chf03,validation
0,2,1183,chfdb/chf03,validation
0,2,1184,chfdb/chf03,validation
0,2,1185,chfdb/chf03,validation
0,2,1186,chfdb/chf03,validation
0,2,1187,chfdb/chf03,validation
0,2,1188,chfdb/chf03,validation
0,2,1189,chfdb/chf03,validation
0,2,1190,chfdb/chf15,validation
0,2,1191,chfdb/chf15,validation
0,2,1192,chfdb/chf15,validation
0,2,1193,chfdb/chf15,validation
0,2,1194,chfdb/chf15,validation
0,2,1195,chfdb/chf15,validation
0,2,1196,chfdb/chf15,validation
0,2,1197,chfdb/chf15,validation
0,2,1198,chfdb/chf15,validation
0,2,1199,chfdb/chf15,validation
0,2,1300,nsrdb/18184,validation
0,2,1301,nsrdb/18184,validation
0,2,1302,nsrdb/18184,validation
0,2,1303,nsrdb/18184,validation
0,2,1304,nsrdb/18184,validation
0,2,1305,nsrdb/18184,validation
0,2,1306,nsrdb/18184,validation
0,2,1307,nsrdb/18184,validation
0,2,1308,nsrdb/18184,validation
0,2,1309,nsrdb/18184,validation
0,2,1310,nsrdb/19088,validation
0,2,1311,nsrdb/19088,validation
0,2,1312,nsrdb/19088,validation
0,2,1313,nsrdb/19088,validation
0,2,1314,nsrdb/19088,validation
0,2,1315,nsrdb/19088,validation
0,2,1316,nsrdb/19088,validation
0,2,1317,nsrdb/19088,validation
0,2,1318,nsrdb/19088,validation
0,2,1319,nsrdb/19088,validation
0,2,1330,nsrdb/19093,validation
0,2,1331,nsrdb/19093,validation
0,2,1332,nsrdb/19093,validation
0,2,1333,nsrdb/19093,validation
0,2,1334,nsrdb/19093,validation
0,2,1335,nsrdb/19093,validation
0,2,1336,nsrdb/19093,validation
0,2,1337,nsrdb/19093,validation
0,2,1338,nsrdb/19093,validation
0,2,1339,nsrdb/19093,validation
0,2,1350,nsrdb/19830,validation
0,2,1351,nsrdb/19830,validation
0,2,1352,nsrdb/19830,validation
0,2,1353,nsrdb/19830,validation
0,2,1354,nsrdb/19830,validation
0,2,1355,nsrdb/19830,validation
0,2,1356,nsrdb/19830,validation
0,2,1357,nsrdb/19830,validation
0,2,1358,nsrdb/19830,validation
0,2,1359,nsrdb/19830,validation
0,2,1500,nsrdb/18184,validation
0,2,1501,nsrdb/18184,validation
0,2,1502,nsrdb/18184,validation
0,2,1503,nsrdb/18184,validation
0,2,1504,nsrdb/18184,validation
0,2,1505,nsrdb/18184,validation
0,2,1506,nsrdb/18184,validation
0,2,1507,nsrdb/18184,validation
0,2,1508,nsrdb/18184,validation
0,2,1509,nsrdb/18184,validation
0,2,1510,nsrdb/19088,validation
0,2,1511,nsrdb/19088,validation
0,2,1512,nsrdb/19088,validation
0,2,1513,nsrdb/19088,validation
0,2,1514,nsrdb/19088,validation
0,2,1515,nsrdb/19088,validation
0,2,1516,nsrdb/19088,validation
0,2,1517,nsrdb/19088,validation
0,2,1518,nsrdb/19088,validation
0,2,1519,nsrdb/19088,validation
0,2,1530,nsrdb/19093,validation
0,2,1531,nsrdb/19093,validation
0,2,1532,nsrdb/19093,validation
0,2,1533,nsrdb/19093,validation
0,2,1534,nsrdb/19093,validation
0,2,1535,nsrdb/19093,validation
0,2,1536,nsrdb/19093,validation
0,2,1537,nsrdb/19093,validation
0,2,1538,nsrdb/19093,validation
0,2,1539,nsrdb/19093,validation
0,2,1550,nsrdb/19830,validation
0,2,1551,nsrdb/19830,validation
0,2,1552,nsrdb/19830,validation
0,2,1553,nsrdb/19830,validation
0,2,1554,nsrdb/19830,validation
0,2,1555,nsrdb/19830,validation
0,2,1556,nsrdb/19830,validation
0,2,1557,nsrdb/19830,validation
0,2,1558,nsrdb/19830,validation
0,2,1559,nsrdb/19830,validation
0,2,30,mitdb/112,test
0,2,31,mitdb/112,test
0,2,32,mitdb/112,test
0,2,33,mitdb/112,test
0,2,34,mitdb/112,test
0,2,35,mitdb/112,test
0,2,36,mitdb/112,test
0,2,37,mitdb/112,test
0,2,38,mitdb/112,test
0,2,39,mitdb/112,test
0,2,60,mitdb/115,test
0,2,61,mitdb/115,test
0,2,62,mitdb/115,test
0,2,63,mitdb/115,test
0,2,64,mitdb/115,test
0,2,65,mitdb/115,test
0,2,66,mitdb/115,test
0,2,67,mitdb/115,test
0,2,68,mitdb/115,test
0,2,69,mitdb/115,test
0,2,90,mitdb/118,test
0,2,91,mitdb/118,test
0,2,92,mitdb/118,test
0,2,93,mitdb/118,test
0,2,94,mitdb/118,test
0,2,95,mitdb/118,test
0,2,96,mitdb/118,test
0,2,97,mitdb/118,test
0,2,98,mitdb/118,test
0,2,99,mitdb/118,test
0,2,110,mitdb/101,test
0,2,111,mitdb/101,test
0,2,112,mitdb/101,test
0,2,113,mitdb/101,test
0,2,114,mitdb/101,test
0,2,115,mitdb/101,test
0,2,116,mitdb/101,test
0,2,117,mitdb/101,test
0,2,118,mitdb/101,test
0,2,119,mitdb/101,test
0,2,170,mitdb/201-202,test
0,2,171,mitdb/201-202,test
0,2,172,mitdb/201-202,test
0,2,173,mitdb/201-202,test
0,2,174,mitdb/201-202,test
0,2,175,mitdb/201-202,test
0,2,176,mitdb/201-202,test
0,2,177,mitdb/201-202,test
0,2,178,mitdb/201-202,test
0,2,179,mitdb/201-202,test
0,2,180,mitdb/201-202,test
0,2,181,mitdb/201-202,test
0,2,182,mitdb/201-202,test
0,2,183,mitdb/201-202,test
0,2,184,mitdb/201-202,test
0,2,185,mitdb/201-202,test
0,2,186,mitdb/201-202,test
0,2,187,mitdb/201-202,test
0,2,188,mitdb/201-202,test
0,2,189,mitdb/201-202,test
0,2,240,mitdb/209,test
0,2,241,mitdb/209,test
0,2,242,mitdb/209,test
0,2,243,mitdb/209,test
0,2,244,mitdb/209,test
0,2,245,mitdb/209,test
0,2,246,mitdb/209,test
0,2,247,mitdb/209,test
0,2,248,mitdb/209,test
0,2,249,mitdb/209,test
0,2,340,mitdb/221,test
0,2,341,mitdb/221,test
0,2,342,mitdb/221,test
0,2,343,mitdb/221,test
0,2,344,mitdb/221,test
0,2,345,mitdb/221,test
0,2,346,mitdb/221,test
0,2,347,mitdb/221,test
0,2,348,mitdb/221,test
0,2,349,mitdb/221,test
0,2,360,mitdb/223,test
0,2,361,mitdb/223,test
0,2,362,mitdb/223,test
0,2,363,mitdb/223,test
0,2,364,mitdb/223,test
0,2,365,mitdb/223,test
0,2,366,mitdb/223,test
0,2,367,mitdb/223,test
0,2,368,mitdb/223,test
0,2,369,mitdb/223,test
0,2,390,mitdb/231,test
0,2,391,mitdb/231,test
0,2,392,mitdb/231,test
0,2,393,mitdb/231,test
0,2,394,mitdb/231,test
0,2,395,mitdb/231,test
0,2,396,mitdb/231,test
0,2,397,mitdb/231,test
0,2,398,mitdb/231,test
0,2,399,mitdb/231,test
0,2,450,mitdb/101,test
0,2,451,mitdb/101,test
0,2,452,mitdb/101,test
0,2,453,mitdb/101,test
0,2,454,mitdb/101,test
0,2,455,mitdb/101,test
0,2,456,mitdb/101,test
0,2,457,mitdb/101,test
0,2,458,mitdb/101,test
0,2,459,mitdb/101,test
0,2,560,mitdb/112,test
0,2,561,mitdb/112,test
0,2,562,mitdb/112,test
0,2,563,mitdb/112,test
0,2,564,mitdb/112,test
0,2,565,mitdb/112,test
0,2,566,mitdb/112,test
0,2,567,mitdb/112,test
0,2,568,mitdb/112,test
0,2,569,mitdb/112,test
0,2,590,mitdb/115,test
0,2,591,mitdb/115,test
0,2,592,mitdb/115,test
0,2,593,mitdb/115,test
0,2,594,mitdb/115,test
0,2,595,mitdb/115,test
0,2,596,mitdb/115,test
0,2,597,mitdb/115,test
0,2,598,mitdb/115,test
0,2,599,mitdb/115,test
0,2,620,mitdb/118,test
0,2,621,mitdb/118,test
0,2,622,mitdb/118,test
0,2,623,mitdb/118,test
0,2,624,mitdb/118,test
0,2,625,mitdb/118,test
0,2,626,mitdb/118,test
0,2,627,mitdb/118,test
0,2,628,mitdb/118,test
0,2,629,mitdb/118,test
0,2,700,mitdb/201-202,test
0,2,701,mitdb/201-202,test
0,2,702,mitdb/201-202,test
0,2,703,mitdb/201-202,test
0,2,704,mitdb/201-202,test
0,2,705,mitdb/201-202,test
0,2,706,mitdb/201-202,test
0,2,707,mitdb/201-202,test
0,2,708,mitdb/201-202,test
0,2,709,mitdb/201-202,test
0,2,710,mitdb/201-202,test
0,2,711,mitdb/201-202,test
0,2,712,mitdb/201-202,test
0,2,713,mitdb/201-202,test
0,2,714,mitdb/201-202,test
0,2,715,mitdb/201-202,test
0,2,716,mitdb/201-202,test
0,2,717,mitdb/201-202,test
0,2,718,mitdb/201-202,test
0,2,719,mitdb/201-202,test
0,2,760,mitdb/209,test
0,2,761,mitdb/209,test
0,2,762,mitdb/209,test
0,2,763,mitdb/209,test
0,2,764,mitdb/209,test
0,2,765,mitdb/209,test
0,2,766,mitdb/209,test
0,2,767,mitdb/209,test
0,2,768,mitdb/209,test
0,2,769,mitdb/209,test
0,2,860,mitdb/221,test
0,2,861,mitdb/221,test
0,2,862,mitdb/221,test
0,2,863,mitdb/221,test
0,2,864,mitdb/221,test
0,2,865,mitdb/221,test
0,2,866,mitdb/221,test
0,2,867,mitdb/221,test
0,2,868,mitdb/221,test
0,2,869,mitdb/221,test
0,2,890,mitdb/223,test
0,2,891,mitdb/223,test
0,2,892,mitdb/223,test
0,2,893,mitdb/223,test
0,2,894,mitdb/223,test
0,2,895,mitdb/223,test
0,2,896,mitdb/223,test
0,2,897,mitdb/223,test
0,2,898,mitdb/223,test
0,2,899,mitdb/223,test
0,2,920,mitdb/231,test
0,2,921,mitdb/231,test
0,2,922,mitdb/231,test
0,2,923,mitdb/231,test
0,2,924,mitdb/231,test
0,2,925,mitdb/231,test
0,2,926,mitdb/231,test
0,2,927,mitdb/231,test
0,2,928,mitdb/231,test
0,2,929,mitdb/231,test
0,2,980,chfdb/chf11,test
0,2,981,chfdb/chf11,test
0,2,982,chfdb/chf11,test
0,2,983,chfdb/chf11,test
0,2,984,chfdb/chf11,test
0,2,985,chfdb/chf11,test
0,2,986,chfdb/chf11,test
0,2,987,chfdb/chf11,test
0,2,988,chfdb/chf11,test
0,2,989,chfdb/chf11,test
0,2,1010,chfdb/chf14,test
0,2,1011,chfdb/chf14,test
0,2,1012,chfdb/chf14,test
0,2,1013,chfdb/chf14,test
0,2,1014,chfdb/chf14,test
0,2,1015,chfdb/chf14,test
0,2,1016,chfdb/chf14,test
0,2,1017,chfdb/chf14,test
0,2,1018,chfdb/chf14,test
0,2,1019,chfdb/chf14,test
0,2,1060,chfdb/chf04,test
0,2,1061,chfdb/chf04,test
0,2,1062,chfdb/chf04,test
0,2,1063,chfdb/chf04,test
0,2,1064,chfdb/chf04,test
0,2,1065,chfdb/chf04,test
0,2,1066,chfdb/chf04,test
0,2,1067,chfdb/chf04,test
0,2,1068,chfdb/chf04,test
0,2,1069,chfdb/chf04,test
0,2,1140,chfdb/chf11,test
0,2,1141,chfdb/chf11,test
0,2,1142,chfdb/chf11,test
0,2,1143,chfdb/chf11,test
0,2,1144,chfdb/chf11,test
0,2,1145,chfdb/chf11,test
0,2,1146,chfdb/chf11,test
0,2,1147,chfdb/chf11,test
0,2,1148,chfdb/chf11,test
0,2,1149,chfdb/chf11,test
0,2,1170,chfdb/chf14,test
0,2,1171,chfdb/chf14,test
0,2,1172,chfdb/chf14,test
0,2,1173,chfdb/chf14,test
0,2,1174,chfdb/chf14,test
0,2,1175,chfdb/chf14,test
0,2,1176,chfdb/chf14,test
0,2,1177,chfdb/chf14,test
0,2,1178,chfdb/chf14,test
0,2,1179,chfdb/chf14,test
0,2,1200,chfdb/chf04,test
0,2,1201,chfdb/chf04,test
0,2,1202,chfdb/chf04,test
0,2,1203,chfdb/chf04,test
0,2,1204,chfdb/chf04,test
0,2,1205,chfdb/chf04,test
0,2,1206,chfdb/chf04,test
0,2,1207,chfdb/chf04,test
0,2,1208,chfdb/chf04,test
0,2,1209,chfdb/chf04,test
0,2,1260,nsrdb/16265,test
0,2,1261,nsrdb/16265,test
0,2,1262,nsrdb/16265,test
0,2,1263,nsrdb/16265,test
0,2,1264,nsrdb/16265,test
0,2,1265,nsrdb/16265,test
0,2,1266,nsrdb/16265,test
0,2,1267,nsrdb/16265,test
0,2,1268,nsrdb/16265,test
0,2,1269,nsrdb/16265,test
0,2,1320,nsrdb/19090,test
0,2,1321,nsrdb/19090,test
0,2,1322,nsrdb/19090,test
0,2,1323,nsrdb/19090,test
0,2,1324,nsrdb/19090,test
0,2,1325,nsrdb/19090,test
0,2,1326,nsrdb/19090,test
0,2,1327,nsrdb/19090,test
0,2,1328,nsrdb/19090,test
0,2,1329,nsrdb/19090,test
0,2,1340,nsrdb/19140,test
0,2,1341,nsrdb/19140,test
0,2,1342,nsrdb/19140,test
0,2,1343,nsrdb/19140,test
0,2,1344,nsrdb/19140,test
0,2,1345,nsrdb/19140,test
0,2,1346,nsrdb/19140,test
0,2,1347,nsrdb/19140,test
0,2,1348,nsrdb/19140,test
0,2,1349,nsrdb/19140,test
0,2,1360,nsrdb/16265,test
0,2,1361,nsrdb/16265,test
0,2,1362,nsrdb/16265,test
0,2,1363,nsrdb/16265,test
0,2,1364,nsrdb/16265,test
0,2,1365,nsrdb/16265,test
0,2,1366,nsrdb/16265,test
0,2,1367,nsrdb/16265,test
0,2,1368,nsrdb/16265,test
0,2,1369,nsrdb/16265,test
0,2,1440,nsrdb/16786,test
0,2,1441,nsrdb/16786,test
0,2,1442,nsrdb/16786,test
0,2,1443,nsrdb/16786,test
0,2,1444,nsrdb/16786,test
0,2,1445,nsrdb/16786,test
0,2,1446,nsrdb/16786,test
0,2,1447,nsrdb/16786,test
0,2,1448,nsrdb/16786,test
0,2,1449,nsrdb/16786,test
0,2,1520,nsrdb/19090,test
0,2,1521,nsrdb/19090,test
0,2,1522,nsrdb/19090,test
0,2,1523,nsrdb/19090,test
0,2,1524,nsrdb/19090,test
0,2,1525,nsrdb/19090,test
0,2,1526,nsrdb/19090,test
0,2,1527,nsrdb/19090,test
0,2,1528,nsrdb/19090,test
0,2,1529,nsrdb/19090,test
0,2,1540,nsrdb/19140,test
0,2,1541,nsrdb/19140,test
0,2,1542,nsrdb/19140,test
0,2,1543,nsrdb/19140,test
0,2,1544,nsrdb/19140,test
0,2,1545,nsrdb/19140,test
0,2,1546,nsrdb/19140,test
0,2,1547,nsrdb/19140,test
0,2,1548,nsrdb/19140,test
0,2,1549,nsrdb/19140,test
0,2,1600,nsrdb/16786,test
0,2,1601,nsrdb/16786,test
0,2,1602,nsrdb/16786,test
0,2,1603,nsrdb/16786,test
0,2,1604,nsrdb/16786,test
0,2,1605,nsrdb/16786,test
0,2,1606,nsrdb/16786,test
0,2,1607,nsrdb/16786,test
0,2,1608,nsrdb/16786,test
0,2,1609,nsrdb/16786,test
1,0,10,mitdb/109,train
1,0,11,mitdb/109,train
1,0,12,mitdb/109,train
1,0,13,mitdb/109,train
1,0,14,mitdb/109,train
1,0,15,mitdb/109,train
1,0,16,mitdb/109,train
1,0,17,mitdb/109,train
1,0,18,mitdb/109,train
1,0,19,mitdb/109,train
1,0,30,mitdb/112,train
1,0,31,mitdb/112,train
1,0,32,mitdb/112,train
1,0,33,mitdb/112,train
1,0,34,mitdb/112,train
1,0,35,mitdb/112,train
1,0,36,mitdb/112,train
1,0,37,mitdb/112,train
1,0,38,mitdb/112,train
1,0,39,mitdb/112,train
1,0,90,mitdb/118,train
1,0,91,mitdb/118,train
1,0,92,mitdb/118,train
1,0,93,mitdb/118,train
1,0,94,mitdb/118,train
1,0,95,mitdb/118,train
1,0,96,mitdb/118,train
1,0,97,mitdb/118,train
1,0,98,mitdb/118,train
1,0,99,mitdb/118,train
1,0,110,mitdb/101,train
1,0,111,mitdb/101,train
1,0,112,mitdb/101,train
1,0,113,mitdb/101,train
1,0,114,mitdb/101,train
1,0,115,mitdb/101,train
1,0,116,mitdb/101,train
1,0,117,mitdb/101,train
1,0,118,mitdb/101,train
1,0,119,mitdb/101,train
1,0,120,mitdb/121,train
1,0,121,mitdb/121,train
1,0,122,mitdb/121,train
1,0,123,mitdb/121,train
1,0,124,mitdb/121,train
1,0,125,mitdb/121,train
1,0,126,mitdb/121,train
1,0,127,mitdb/121,train
1,0,128,mitdb/121,train
1,0,129,mitdb/121,train
1,0,130,mitdb/122,train
1,0,131,mitdb/122,train
1,0,132,mitdb/122,train
1,0,133,mitdb/122,train
1,0,134,mitdb/122,train
1,0,135,mitdb/122,train
1,0,136,mitdb/122,train
1,0,137,mitdb/122,train
1,0,138,mitdb/122,train
1,0,139,mitdb/122,train
1,0,140,mitdb/123,train
1,0,141,mitdb/123,train
1,0,142,mitdb/123,train
1,0,143,mitdb/123,train
1,0,144,mitdb/123,train
1,0,145,mitdb/123,train
1,0,146,mitdb/123,train
1,0,147,mitdb/123,train
1,0,148,mitdb/123,train
1,0,149,mitdb/123,train
1,0,150,mitdb/124,train
1,0,151,mitdb/124,train
1,0,152,mitdb/124,train
1,0,153,mitdb/124,train
1,0,154,mitdb/124,train
1,0,155,mitdb/124,train
1,0,156,mitdb/124,train
1,0,157,mitdb/124,train
1,0,158,mitdb/124,train
1,0,159,mitdb/124,train
1,0,160,mitdb/200,train
1,0,161,mitdb/200,train
